srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,YearCode,TotalPopulationMaleRural,Year,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Himachal Pradesh,2011-12,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2011,3110345,"Financial Year (Apr - Mar), 2011",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2012-13,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2012,3110345,"Financial Year (Apr - Mar), 2012",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2013-14,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2013,3110345,"Financial Year (Apr - Mar), 2013",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2014-15,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2014,3110345,"Financial Year (Apr - Mar), 2014",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2015-16,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2015,3110345,"Financial Year (Apr - Mar), 2015",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2016-17,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2016,3110345,"Financial Year (Apr - Mar), 2016",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2017,3110345,"Financial Year (Apr - Mar), 2017",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2018,3110345,"Financial Year (Apr - Mar), 2018",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20 (RE),India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2019,3110345,"Financial Year (Apr - Mar), 2019",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2020-21 (BE),India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2020,3110345,"Financial Year (Apr - Mar), 2020",3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2011-12,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2011,9093476,"Financial Year (Apr - Mar), 2011",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2012-13,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2012,9093476,"Financial Year (Apr - Mar), 2012",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2013-14,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2013,9093476,"Financial Year (Apr - Mar), 2013",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2014-15,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2014,9093476,"Financial Year (Apr - Mar), 2014",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2015-16,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2015,9093476,"Financial Year (Apr - Mar), 2015",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2016-17,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2016,9093476,"Financial Year (Apr - Mar), 2016",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2017-18,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2017,9093476,"Financial Year (Apr - Mar), 2017",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2018-19,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2018,9093476,"Financial Year (Apr - Mar), 2018",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2019-20 (RE),India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2019,9093476,"Financial Year (Apr - Mar), 2019",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Punjab,2020-21 (BE),India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2020,9093476,"Financial Year (Apr - Mar), 2020",13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2011-12,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2011,3519042,"Financial Year (Apr - Mar), 2011",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2012-13,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2012,3519042,"Financial Year (Apr - Mar), 2012",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2013-14,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2013,3519042,"Financial Year (Apr - Mar), 2013",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2014-15,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2014,3519042,"Financial Year (Apr - Mar), 2014",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2015-16,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2015,3519042,"Financial Year (Apr - Mar), 2015",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2016-17,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2016,3519042,"Financial Year (Apr - Mar), 2016",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2017-18,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2017,3519042,"Financial Year (Apr - Mar), 2017",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2018-19,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2018,3519042,"Financial Year (Apr - Mar), 2018",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2019-20 (RE),India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2019,3519042,"Financial Year (Apr - Mar), 2019",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21 (BE),India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2020,3519042,"Financial Year (Apr - Mar), 2020",4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2011-12,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2011,8774006,"Financial Year (Apr - Mar), 2011",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2012-13,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2012,8774006,"Financial Year (Apr - Mar), 2012",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2013-14,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2013,8774006,"Financial Year (Apr - Mar), 2013",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2014-15,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2014,8774006,"Financial Year (Apr - Mar), 2014",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2015-16,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2015,8774006,"Financial Year (Apr - Mar), 2015",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2016-17,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2016,8774006,"Financial Year (Apr - Mar), 2016",11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
